0 8 9 0 8 11 0 8 15 0 8 26 0 8 28 
0 1 19 0 1 14 0 1 9 0 1 6 0 1 2 
0 14 24 0 14 19 0 14 15 0 14 11 0 14 7 
0 3 3 0 3 9 0 3 13 0 3 25 0 3 28 
10 28 0 10 21 0 10 17 0 10 8 0 10 5 0 
19 24 0 18 19 0 18 16 0 18 13 0 18 9 0 
18 2 0 17 5 0 17 12 0 17 23 0 16 25 0 
11 4 0 11 14 0 11 16 0 11 21 0 12 31 0 
30 3 0 29 5 0 29 7 0 29 9 0 29 12 0 
10 30 0 10 27 0 10 25 0 10 17 0 10 13 0 
26 20 0 25 14 0 25 8 0 25 5 0 25 1 0 
12 21 0 12 15 0 12 11 0 12 7 0 12 3 0 
27 7 0 26 11 0 26 13 0 26 16 0 26 26 0 
12 7 0 12 9 0 12 12 0 12 19 0 12 27 0 
6 11 0 6 14 0 6 18 0 6 20 0 6 22 0 
28 28 0 27 24 0 27 21 0 27 16 0 26 2 0 
2 28 0 2 24 0 2 17 0 2 15 0 2 10 0 
23 23 0 22 17 0 22 13 0 22 7 0 22 2 0 
16 14 0 16 23 0 16 25 0 16 28 0 16 30 0 
17 8 0 16 10 0 16 21 0 16 25 0 15 31 0 
1 28 0 1 14 0 1 9 0 1 7 0 2 4 0 
12 30 0 12 27 0 12 20 0 12 16 0 13 4 0 
25 7 0 24 16 0 24 21 0 24 23 0 24 26 0 
26 28 0 25 21 0 25 14 0 25 11 0 25 5 0 
16 14 0 16 16 0 16 19 0 16 22 0 16 31 0 
23 5 0 22 8 0 22 16 0 22 21 0 22 26 0 
4 7 0 4 13 0 4 19 0 4 23 0 4 29 0 
23 20 0 22 16 0 22 13 0 22 7 0 22 3 0 
8 12 0 8 17 0 8 21 0 8 28 0 8 31 0 
22 24 0 21 17 0 21 12 0 21 8 0 21 5 0 
21 25 0 20 22 0 20 20 0 20 11 0 20 5 0 
10 30 0 10 25 0 10 17 0 10 11 0 10 8 0 
13 20 0 13 14 0 13 11 0 13 8 0 13 2 0 
10 2 0 10 6 0 10 12 0 10 16 0 11 25 0 
6 28 0 6 18 0 6 13 0 6 10 0 6 6 0 
28 21 0 27 17 0 27 15 0 27 7 0 27 0 0 
16 0 2 16 0 10 16 0 16 16 0 20 17 0 25 
22 0 24 21 0 20 21 0 12 21 0 8 21 0 4 
2 0 5 2 0 8 2 0 14 2 0 17 2 0 24 
12 0 8 12 0 18 12 0 23 12 0 27 12 0 30 
12 0 3 12 0 6 12 0 10 12 0 13 12 0 16 
28 0 1 27 0 10 27 0 21 26 0 26 26 0 30 
25 0 25 24 0 21 24 0 12 24 0 8 24 0 4 
4 0 28 4 0 24 4 0 15 4 0 9 5 0 1 
1 0 29 1 0 25 1 0 17 2 0 5 2 0 1 
26 0 13 25 0 18 25 0 22 25 0 25 25 0 30 
1 0 21 1 0 16 1 0 13 1 0 9 1 0 5 
9 0 6 9 0 19 9 0 23 9 0 28 10 0 31 
6 0 27 6 0 21 6 0 18 6 0 15 6 0 10 
10 0 3 10 0 6 10 0 9 10 0 22 11 0 26 
22 0 27 21 0 17 21 0 14 21 0 9 20 0 3 
6 0 29 6 0 24 6 0 13 7 0 4 7 0 1 
24 0 27 23 0 15 23 0 8 23 0 4 22 0 0 
19 0 8 18 0 17 18 0 22 18 0 26 17 0 31 
22 0 1 21 0 7 21 0 17 21 0 21 20 0 24 
23 0 18 22 0 14 22 0 10 22 0 5 22 0 0 
5 0 28 5 0 22 5 0 18 5 0 14 5 0 7 
17 0 1 16 0 7 16 0 15 16 0 20 15 0 25 
12 0 2 12 0 5 12 0 10 12 0 20 12 0 23 
27 0 30 26 0 20 26 0 12 25 0 6 25 0 0 
13 0 1 13 0 6 13 0 9 13 0 19 14 0 24 
7 0 4 7 0 9 7 0 14 7 0 18 7 0 26 
21 0 8 20 0 11 20 0 17 20 0 22 20 0 25 
9 0 8 9 0 11 9 0 18 9 0 22 9 0 25 
23 0 5 22 0 16 22 0 22 22 0 25 21 0 29 
4 0 4 4 0 7 4 0 13 4 0 25 5 0 29 
16 0 1 16 0 5 16 0 8 16 0 23 17 0 27 
18 0 30 17 0 25 17 0 14 16 0 6 16 0 0 
0 8 3 0 8 18 0 8 22 0 8 25 0 9 28 
0 26 22 0 25 17 0 25 13 0 25 9 0 25 3 
0 2 21 0 2 18 0 2 7 0 2 4 0 2 0 
0 25 30 0 24 24 0 24 20 0 24 16 0 23 0 
0 29 3 0 28 8 0 28 14 0 28 21 0 28 24 
0 6 14 0 6 17 0 6 20 0 6 26 0 6 28 
0 15 21 0 15 18 0 15 16 0 15 8 0 15 3 
0 27 25 0 26 17 0 26 15 0 26 7 0 26 2 
0 6 12 0 6 14 0 6 17 0 6 19 0 6 24 
0 6 2 0 6 12 0 6 16 0 7 26 0 7 29 
0 3 2 0 3 7 0 3 12 0 3 17 0 3 20 
0 3 13 0 3 15 0 3 18 0 3 24 0 3 29 
0 24 23 0 23 20 0 23 17 0 23 13 0 23 8 
0 17 19 0 16 15 0 16 10 0 16 4 0 16 1 
0 6 28 0 6 23 0 6 18 0 6 14 0 7 4 
0 3 12 0 3 16 0 3 20 0 3 22 0 3 25 
0 14 22 0 14 17 0 14 15 0 14 12 0 14 8 
0 2 21 0 2 17 0 2 6 0 2 4 0 2 1 
0 1 21 0 1 16 0 1 13 0 1 9 0 1 3 
0 7 25 0 7 22 0 7 19 0 7 15 0 7 6 
0 18 4 0 17 7 0 17 13 0 17 16 0 17 19 
0 7 24 0 7 16 0 7 13 0 7 9 0 7 3 
0 9 24 0 9 20 0 9 18 0 9 16 0 9 11 
0 4 22 0 4 19 0 4 16 0 4 8 0 4 5 
0 13 23 0 13 20 0 13 15 0 13 9 0 13 7 
0 15 25 0 15 20 0 15 11 0 15 9 0 15 2 
0 7 2 0 7 4 0 7 13 0 7 16 0 7 22 
0 21 5 0 20 13 0 20 16 0 20 19 0 20 25 
0 7 28 0 7 15 0 7 12 0 7 9 0 7 6 
0 16 3 0 16 22 0 16 24 0 17 26 0 17 29 
0 17 27 0 16 22 0 16 14 0 16 7 0 15 2 
0 15 6 0 15 8 0 15 14 0 15 26 0 15 28 
