0 8 10 0 8 13 0 8 21 0 8 27 
0 1 16 0 1 12 0 1 8 0 1 4 
0 14 21 0 14 17 0 14 13 0 14 9 
0 3 6 0 3 11 0 3 19 0 3 26 
10 28 0 10 21 0 10 17 0 10 8 0 
19 24 0 18 19 0 18 16 0 18 13 0 
18 2 0 17 5 0 17 12 0 17 23 0 
11 4 0 11 14 0 11 16 0 11 21 0 
30 3 0 29 5 0 29 7 0 29 9 0 
10 30 0 10 27 0 10 25 0 10 17 0 
26 20 0 25 14 0 25 8 0 25 5 0 
12 21 0 12 15 0 12 11 0 12 7 0 
27 7 0 26 11 0 26 13 0 26 16 0 
12 7 0 12 9 0 12 12 0 12 19 0 
6 11 0 6 14 0 6 18 0 6 20 0 
28 28 0 27 24 0 27 21 0 27 16 0 
2 28 0 2 24 0 2 17 0 2 15 0 
23 23 0 22 17 0 22 13 0 22 7 0 
16 14 0 16 23 0 16 25 0 16 28 0 
17 8 0 16 10 0 16 21 0 16 25 0 
1 28 0 1 14 0 1 9 0 1 7 0 
12 30 0 12 27 0 12 20 0 12 16 0 
25 7 0 24 16 0 24 21 0 24 23 0 
26 28 0 25 21 0 25 14 0 25 11 0 
16 14 0 16 16 0 16 19 0 16 22 0 
23 5 0 22 8 0 22 16 0 22 21 0 
4 7 0 4 13 0 4 19 0 4 23 0 
23 20 0 22 16 0 22 13 0 22 7 0 
8 12 0 8 17 0 8 21 0 8 28 0 
22 24 0 21 17 0 21 12 0 21 8 0 
21 25 0 20 22 0 20 20 0 20 11 0 
10 30 0 10 25 0 10 17 0 10 11 0 
13 20 0 13 14 0 13 11 0 13 8 0 
10 2 0 10 6 0 10 12 0 10 16 0 
6 28 0 6 18 0 6 13 0 6 10 0 
28 21 0 27 17 0 27 15 0 27 7 0 
16 0 6 16 0 13 16 0 18 16 0 22 
21 0 22 21 0 16 21 0 10 21 0 6 
2 0 7 2 0 11 2 0 16 2 0 20 
12 0 13 12 0 20 12 0 25 12 0 29 
12 0 5 12 0 8 12 0 12 12 0 15 
27 0 6 27 0 15 27 0 23 26 0 28 
24 0 23 24 0 16 24 0 10 24 0 6 
4 0 26 4 0 20 4 0 12 4 0 5 
1 0 27 1 0 21 1 0 11 2 0 3 
25 0 16 25 0 20 25 0 24 25 0 27 
1 0 19 1 0 14 1 0 11 1 0 7 
9 0 13 9 0 21 9 0 25 10 0 30 
6 0 24 6 0 19 6 0 16 6 0 13 
10 0 5 10 0 8 10 0 16 10 0 24 
21 0 22 21 0 15 21 0 11 21 0 6 
6 0 27 6 0 18 6 0 9 7 0 2 
23 0 21 23 0 12 23 0 6 22 0 2 
18 0 13 18 0 19 18 0 24 18 0 29 
21 0 4 21 0 12 21 0 19 21 0 23 
22 0 16 22 0 12 22 0 8 22 0 2 
5 0 25 5 0 20 5 0 16 5 0 10 
16 0 4 16 0 11 16 0 17 16 0 22 
12 0 4 12 0 8 12 0 15 12 0 22 
26 0 25 26 0 16 26 0 9 25 0 3 
13 0 4 13 0 8 13 0 14 13 0 22 
7 0 7 7 0 11 7 0 16 7 0 22 
20 0 10 20 0 14 20 0 19 20 0 24 
9 0 10 9 0 14 9 0 20 9 0 24 
22 0 11 22 0 19 22 0 24 21 0 27 
4 0 6 4 0 10 4 0 19 5 0 27 
16 0 3 16 0 7 16 0 15 17 0 25 
17 0 28 17 0 19 17 0 10 16 0 3 
0 8 3 0 8 18 0 8 22 0 8 25 
0 26 22 0 25 17 0 25 13 0 25 9 
0 2 21 0 2 18 0 2 7 0 2 4 
0 25 30 0 24 24 0 24 20 0 24 16 
0 29 3 0 28 8 0 28 14 0 28 21 
0 6 14 0 6 17 0 6 20 0 6 26 
0 15 21 0 15 18 0 15 16 0 15 8 
0 27 25 0 26 17 0 26 15 0 26 7 
0 6 12 0 6 14 0 6 17 0 6 19 
0 6 2 0 6 12 0 6 16 0 7 26 
0 3 2 0 3 7 0 3 12 0 3 17 
0 3 13 0 3 15 0 3 18 0 3 24 
0 24 23 0 23 20 0 23 17 0 23 13 
0 17 19 0 16 15 0 16 10 0 16 4 
0 6 28 0 6 23 0 6 18 0 6 14 
0 3 12 0 3 16 0 3 20 0 3 22 
0 14 22 0 14 17 0 14 15 0 14 12 
0 2 21 0 2 17 0 2 6 0 2 4 
0 1 21 0 1 16 0 1 13 0 1 9 
0 7 25 0 7 22 0 7 19 0 7 15 
0 18 4 0 17 7 0 17 13 0 17 16 
0 7 24 0 7 16 0 7 13 0 7 9 
0 9 24 0 9 20 0 9 18 0 9 16 
0 4 22 0 4 19 0 4 16 0 4 8 
0 13 23 0 13 20 0 13 15 0 13 9 
0 15 25 0 15 20 0 15 11 0 15 9 
0 7 2 0 7 4 0 7 13 0 7 16 
0 21 5 0 20 13 0 20 16 0 20 19 
0 7 28 0 7 15 0 7 12 0 7 9 
0 16 3 0 16 22 0 16 24 0 17 26 
0 17 27 0 16 22 0 16 14 0 16 7 
0 15 6 0 15 8 0 15 14 0 15 26 
